Subject,Condition,PedestalContrast,TargetContrast,TargetInterval,IsCorrect,ResponseTime
P5,6,7.943,1.413,2,1,402.035
P5,1,7.943,5.623,1,1,404.231
P5,6,7.943,1.0,1,1,276.95
P5,1,7.943,3.981,2,1,310.278
P5,7,7.943,6.31,2,1,163.787
P5,5,7.943,1.995,1,1,390.233
P5,7,7.943,6.31,2,1,237.17
P5,7,7.943,4.467,1,0,159.411
P5,4,7.943,1.995,1,0,276.196
P5,5,7.943,1.413,2,1,360.189
P5,7,7.943,6.31,2,1,152.722
P5,1,7.943,3.981,1,1,241.408
P5,5,7.943,1.413,2,0,368.3
P5,1,7.943,3.981,1,1,526.945
P5,4,7.943,2.818,2,1,268.991
P5,2,7.943,1.995,1,1,346.059
P5,3,7.943,1.995,2,1,405.211
P5,6,7.943,1.0,2,0,595.485
P5,2,7.943,1.995,1,0,390.391
P5,1,7.943,2.818,2,1,783.435
P5,7,7.943,6.31,2,1,547.033
P5,3,7.943,1.413,2,1,392.375
P5,6,7.943,1.413,2,1,322.566
P5,3,7.943,1.413,1,0,335.051
P5,6,7.943,1.413,1,0,190.884
P5,7,7.943,6.31,1,0,401.291
P5,2,7.943,2.818,2,1,282.739
P5,8,7.943,8.913,2,1,464.359
P5,3,7.943,1.995,1,1,467.647
P5,4,7.943,1.995,1,1,491.565
P5,5,7.943,1.995,2,1,273.848
P5,1,7.943,2.818,2,0,262.125
P5,2,7.943,2.818,2,1,202.631
P5,6,7.943,1.995,2,1,378.332
P5,4,7.943,1.995,1,1,368.462
P5,6,7.943,1.413,1,0,445.096
P5,7,7.943,8.913,1,0,754.282
P5,6,7.943,1.995,1,0,459.472
P5,8,7.943,8.913,1,1,313.412
P5,6,7.943,2.818,2,0,340.334
P5,3,7.943,1.995,1,0,264.82
P5,8,7.943,8.913,2,1,218.708
P5,2,7.943,1.995,1,0,302.438
P5,6,7.943,3.981,2,1,283.191
P5,4,7.943,1.995,1,0,485.482
P5,2,7.943,2.818,2,1,310.867
P5,3,7.943,2.818,1,1,348.292
P5,4,7.943,2.818,1,1,456.009
P5,5,7.943,1.995,2,1,426.494
P5,8,7.943,6.31,1,0,555.131
P5,5,7.943,1.413,1,0,534.157
P5,4,7.943,1.995,2,1,694.652
P5,6,7.943,3.981,1,1,592.696
P5,3,7.943,1.995,2,1,346.756
P5,5,7.943,1.995,1,0,283.435
P5,2,7.943,2.818,2,1,239.775
P5,3,7.943,1.995,2,1,234.235
P5,6,7.943,3.981,2,1,218.326
P5,1,7.943,3.981,2,1,356.299
P5,2,7.943,2.818,2,1,284.23
P5,1,7.943,3.981,2,1,438.804
P5,1,7.943,2.818,1,0,225.452
P5,3,7.943,1.995,1,1,410.144
P5,5,7.943,2.818,1,1,305.112
P5,6,7.943,2.818,2,1,180.574
P5,6,7.943,2.818,1,0,231.932
P5,8,7.943,8.913,1,1,95.237
P5,4,7.943,1.995,1,1,274.52
P5,8,7.943,8.913,1,1,214.758
P5,8,7.943,8.913,2,1,164.069
P5,1,7.943,3.981,2,1,237.233
P5,7,7.943,12.589,2,1,191.842
P5,6,7.943,3.981,2,1,99.423
P5,4,7.943,1.995,2,1,242.209
P5,6,7.943,3.981,1,0,151.7
P5,2,7.943,1.995,2,1,23.814
P5,2,7.943,1.995,2,1,99.377
P5,4,7.943,1.413,2,1,109.748
P5,4,7.943,1.413,2,1,84.353
P5,7,7.943,8.913,1,0,103.215
P5,8,7.943,6.31,1,0,224.563
P5,8,7.943,8.913,2,1,205.793
P5,1,7.943,3.981,2,1,186.343
P5,5,7.943,2.818,2,1,254.505
P5,3,7.943,1.413,1,0,130.745
P5,6,7.943,5.623,1,1,383.99
P5,6,7.943,3.981,2,1,230.53
P5,8,7.943,8.913,1,1,196.965
P5,7,7.943,12.589,1,1,243.397
P5,8,7.943,8.913,1,1,223.509
P5,8,7.943,6.31,2,1,419.962
P5,5,7.943,2.818,1,0,313.219
P5,3,7.943,1.995,2,1,330.803
P5,8,7.943,6.31,1,1,586.463
P5,1,7.943,3.981,1,1,291.347
P5,7,7.943,12.589,2,1,405.482
P5,1,7.943,2.818,2,1,266.092
P5,6,7.943,3.981,2,1,200.944
P5,8,7.943,6.31,2,1,141.299
P5,7,7.943,12.589,1,1,442.288
P5,3,7.943,1.995,1,1,236.947
P5,2,7.943,1.995,1,1,330.962
P5,2,7.943,1.413,1,0,637.127
P5,7,7.943,8.913,2,1,331.557
P5,4,7.943,1.413,2,1,187.24
P5,8,7.943,4.467,2,1,119.367
P5,8,7.943,4.467,1,0,87.157
P5,8,7.943,6.31,1,1,217.773
P5,5,7.943,3.981,1,1,297.433
P5,6,7.943,3.981,2,0,212.074
P5,4,7.943,1.0,1,0,97.67
P5,6,7.943,5.623,1,1,265.864
P5,2,7.943,1.995,2,0,684.225
P5,5,7.943,2.818,2,1,330.185
P5,7,7.943,8.913,1,1,570.914
P5,5,7.943,2.818,2,0,266.547
P5,3,7.943,1.995,1,1,423.945
P5,3,7.943,1.413,1,1,269.356
P5,6,7.943,3.981,1,1,208.917
P5,4,7.943,1.413,2,0,279.462
P5,8,7.943,6.31,2,1,137.387
P5,5,7.943,3.981,2,1,273.486
P5,7,7.943,8.913,2,1,90.673
P5,4,7.943,1.995,2,1,253.66
P5,3,7.943,1.413,1,0,136.491
P5,4,7.943,1.995,2,1,417.406
P5,8,7.943,4.467,1,0,248.171
P5,3,7.943,1.995,1,1,334.531
P5,3,7.943,1.995,1,1,364.229
P5,5,7.943,3.981,2,1,619.026
P5,7,7.943,6.31,1,0,506.343
P5,1,7.943,2.818,1,1,368.588
P5,7,7.943,8.913,1,1,697.725
P5,4,7.943,1.995,1,1,676.993
P5,3,7.943,1.413,1,1,229.559
P5,3,7.943,1.413,1,1,242.926
P5,6,7.943,3.981,1,1,319.519
P5,3,7.943,1.413,2,0,161.035
P5,4,7.943,1.413,2,1,282.602
P5,1,7.943,2.818,2,1,155.751
P5,7,7.943,8.913,2,1,407.624
P5,2,7.943,2.818,1,0,245.954
P5,2,7.943,3.981,1,0,339.593
P5,6,7.943,3.981,1,1,182.447
P5,2,7.943,5.623,2,1,278.919
P5,5,7.943,2.818,2,1,396.738
P5,4,7.943,1.413,2,1,314.279
P5,2,7.943,5.623,1,0,316.877
P5,1,7.943,1.995,2,0,343.193
P5,1,7.943,2.818,2,0,347.668
P5,6,7.943,2.818,2,1,209.706
P5,2,7.943,7.943,1,0,257.139
P5,1,7.943,3.981,1,1,211.769
P5,7,7.943,8.913,2,1,287.068
P5,1,7.943,3.981,2,1,203.418
P5,7,7.943,6.31,2,1,94.59
P5,1,7.943,3.981,1,0,192.898
P5,4,7.943,1.413,1,0,296.88
P5,1,7.943,5.623,2,1,179.001
P5,6,7.943,2.818,2,1,257.936
P5,1,7.943,3.981,2,1,25.745
P5,1,7.943,3.981,2,1,178.327
P5,5,7.943,2.818,2,1,124.662
P5,6,7.943,2.818,2,1,107.674
P5,1,7.943,3.981,2,1,116.127
P5,6,7.943,1.995,1,0,197.574
P5,5,7.943,2.818,1,0,178.416
P5,1,7.943,2.818,1,1,97.196
P5,1,7.943,2.818,1,1,253.294
P5,1,7.943,2.818,2,0,239.425
P5,2,7.943,11.22,1,1,371.396
P5,7,7.943,6.31,1,1,324.085
P5,7,7.943,6.31,2,0,203.357
P5,1,7.943,3.981,1,1,506.174
P5,2,7.943,11.22,1,1,145.379
P5,2,7.943,7.943,1,1,168.432
P5,2,7.943,7.943,2,1,127.939
P5,2,7.943,7.943,2,1,86.88
P5,7,7.943,8.913,1,1,111.588
P5,2,7.943,5.623,2,1,105.815
P5,2,7.943,5.623,1,1,210.132
P5,2,7.943,5.623,1,1,128.004
P5,7,7.943,6.31,2,1,78.238
P5,2,7.943,3.981,1,1,193.408
P5,2,7.943,3.981,2,1,71.972
P5,7,7.943,6.31,2,1,259.918
P5,2,7.943,3.981,1,1,247.628
P5,7,7.943,6.31,1,1,148.385
P5,7,7.943,4.467,2,1,166.06
P5,7,7.943,4.467,2,1,349.922
P5,2,7.943,2.818,1,1,620.752
P5,2,7.943,2.818,1,1,201.959
P5,7,7.943,4.467,2,1,202.751
P5,2,7.943,2.818,2,1,176.621
P5,2,7.943,1.995,1,0,110.329
P5,2,7.943,2.818,2,1,2.256
P5,7,7.943,3.162,1,0,438.783
P5,2,7.943,2.818,2,1,290.885
P5,2,7.943,2.818,2,1,175.034
P5,2,7.943,1.995,2,0,95.245
P5,4,7.943,11.22,1,1,333.495
P5,7,7.943,12.589,2,1,229.536
P5,4,7.943,11.22,2,1,406.408
P5,1,7.943,11.22,2,1,369.946
P5,7,7.943,12.589,1,1,228.333
P5,2,7.943,11.22,2,1,119.69
P5,3,7.943,11.22,2,1,423.894
P5,7,7.943,12.589,1,1,194.3
P5,2,7.943,11.22,1,1,186.612
P5,5,7.943,11.22,2,1,225.771
P5,5,7.943,11.22,1,1,418.548
P5,4,7.943,11.22,1,1,104.876
P5,1,7.943,11.22,2,1,2.315
P5,8,7.943,12.589,1,1,122.515
P5,2,7.943,11.22,1,1,165.261
P5,3,7.943,11.22,1,1,170.15
P5,1,7.943,11.22,2,1,154.949
P5,8,7.943,12.589,2,1,228.323
P5,2,7.943,5.623,2,1,226.8
P5,7,7.943,6.31,1,1,126.926
P5,5,7.943,11.22,2,1,242.513
P5,4,7.943,5.623,2,1,204.451
P5,5,7.943,5.623,1,1,221.686
P5,4,7.943,5.623,2,1,236.769
P5,5,7.943,5.623,1,0,208.926
P5,3,7.943,11.22,1,1,63.457
P5,2,7.943,5.623,1,1,367.117
P5,1,7.943,5.623,2,1,302.219
P5,3,7.943,5.623,1,1,228.669
P5,3,7.943,5.623,2,1,258.785
P5,6,7.943,11.22,1,1,222.224
P5,3,7.943,5.623,1,1,132.034
P5,1,7.943,5.623,2,1,1510.696
P5,4,7.943,5.623,1,1,183.726
P5,8,7.943,12.589,2,1,311.281
P5,3,7.943,2.818,2,1,227.356
P5,2,7.943,5.623,2,1,226.377
P5,4,7.943,2.818,1,1,491.703
P5,2,7.943,2.818,2,1,1290.098
P5,3,7.943,2.818,2,1,270.957
P5,5,7.943,11.22,1,0,348.515
P5,8,7.943,6.31,1,1,314.039
P5,3,7.943,2.818,1,0,293.723
P5,1,7.943,5.623,2,1,182.446
P5,1,7.943,2.818,2,1,305.903
P5,5,7.943,15.849,2,1,536.403
P5,7,7.943,6.31,1,1,462.842
P5,3,7.943,5.623,2,1,408.703
P5,3,7.943,3.981,1,1,262.55
P5,7,7.943,6.31,2,1,295.364
P5,3,7.943,3.981,1,1,278.439
P5,3,7.943,3.981,2,1,371.269
P5,8,7.943,6.31,2,1,319.707
P5,3,7.943,2.818,2,0,217.598
P5,2,7.943,2.818,2,1,279.11
P5,3,7.943,3.981,1,1,251.372
P5,7,7.943,3.162,2,1,393.314
P5,8,7.943,6.31,1,0,286.2
P5,3,7.943,3.981,1,1,478.148
P5,7,7.943,3.162,2,1,697.557
P5,5,7.943,15.849,2,1,371.195
P5,7,7.943,3.162,1,0,1608.673
P5,1,7.943,2.818,1,1,240.182
P5,3,7.943,3.981,2,1,442.51
P5,8,7.943,12.589,2,1,104.538
P5,4,7.943,2.818,2,1,314.782
P5,3,7.943,2.818,2,1,315.435
P5,8,7.943,8.913,1,0,443.913
P5,6,7.943,11.22,1,0,312.616
P5,5,7.943,11.22,1,1,164.106
P5,6,7.943,22.387,1,1,141.544
P5,5,7.943,11.22,1,1,217.115
P5,6,7.943,22.387,1,1,100.6
P5,3,7.943,2.818,2,1,331.956
P5,7,7.943,6.31,1,0,1524.977
P5,8,7.943,12.589,2,1,289.092
P5,6,7.943,11.22,1,1,388.962
P5,6,7.943,11.22,1,1,174.704
P5,6,7.943,11.22,2,1,86.983
P5,8,7.943,12.589,1,1,273.172
P5,4,7.943,2.818,1,1,264.804
P5,1,7.943,2.818,1,1,353.361
P5,5,7.943,11.22,1,1,289.512
P5,3,7.943,2.818,2,1,158.683
P5,7,7.943,8.913,2,1,37.622
P5,7,7.943,6.31,2,1,132.348
P5,3,7.943,1.995,2,1,262.535
P5,1,7.943,1.413,1,0,138.767
P5,3,7.943,1.995,2,1,286.727
P5,5,7.943,7.943,1,1,250.347
P5,8,7.943,12.589,1,1,445.082
P5,3,7.943,1.995,2,1,326.69
P5,4,7.943,1.413,2,1,410.511
P5,6,7.943,7.943,1,1,391.057
P5,6,7.943,7.943,2,1,302.524
P5,5,7.943,7.943,1,0,204.235
P5,8,7.943,8.913,1,1,528.369
P5,4,7.943,1.413,2,1,288.965
P5,1,7.943,2.818,1,0,163.413
P5,8,7.943,8.913,1,1,272.001
P5,1,7.943,3.981,1,0,276.032
P5,3,7.943,1.413,2,1,379.077
P5,4,7.943,1.413,1,1,373.556
P5,7,7.943,6.31,1,0,312.802
P5,3,7.943,1.413,1,1,340.819
P5,6,7.943,7.943,2,1,449.692
P5,5,7.943,11.22,2,1,345.045
P5,3,7.943,1.413,2,1,170.946
P5,4,7.943,0.708,1,0,324.234
P5,4,7.943,1.413,2,1,623.535
P5,4,7.943,1.413,2,1,477.629
P5,2,7.943,2.818,2,1,571.934
P5,1,7.943,5.623,1,1,201.976
P5,1,7.943,5.623,2,1,302.943
P5,4,7.943,1.413,1,1,477.183
P5,7,7.943,8.913,1,1,551.001
P5,8,7.943,8.913,1,1,342.184
P5,3,7.943,1.0,1,1,321.692
P5,6,7.943,5.623,2,1,398.722
P5,4,7.943,1.0,2,0,511.782
P5,3,7.943,1.0,1,0,411.147
P5,7,7.943,8.913,1,1,309.795
P5,8,7.943,6.31,1,0,193.951
P5,2,7.943,1.413,1,0,547.332
P5,3,7.943,1.413,2,1,587.645
P5,8,7.943,8.913,2,1,255.228
P5,8,7.943,8.913,2,1,219.912
P5,2,7.943,2.818,2,1,275.15
P5,6,7.943,5.623,2,1,356.139
P5,2,7.943,2.818,1,0,277.682
P5,1,7.943,5.623,2,1,477.093
P5,4,7.943,1.413,1,0,447.202
P5,8,7.943,8.913,1,1,455.735
P5,1,7.943,3.981,1,0,294.859
P5,3,7.943,1.413,1,1,318.326
P5,1,7.943,5.623,1,1,768.991
P5,5,7.943,11.22,2,1,442.166
P5,2,7.943,3.981,2,1,289.191
P5,3,7.943,1.0,2,1,412.913
P5,5,7.943,7.943,2,1,431.965
P5,1,7.943,5.623,1,0,311.927
P5,2,7.943,3.981,1,0,478.99
P5,8,7.943,6.31,2,1,325.965
P5,2,7.943,5.623,2,1,271.106
P5,4,7.943,1.995,2,1,307.69
P5,7,7.943,6.31,2,1,338.921
P5,7,7.943,6.31,1,0,634.427
P5,5,7.943,7.943,2,1,401.738
P5,7,7.943,8.913,1,1,300.402
P5,7,7.943,8.913,2,1,332.138
P5,3,7.943,1.0,1,1,333.1
P5,3,7.943,1.0,1,1,392.815
P5,8,7.943,6.31,2,1,241.648
P5,8,7.943,6.31,1,1,755.48
P5,2,7.943,3.981,1,0,434.499
P5,3,7.943,0.708,1,0,329.944
P5,4,7.943,1.995,1,1,367.075
P5,2,7.943,5.623,2,1,239.905
P5,2,7.943,5.623,1,0,342.739
P5,6,7.943,5.623,2,1,345.989
P5,2,7.943,7.943,2,1,406.307
P5,1,7.943,7.943,1,1,271.289
P5,5,7.943,7.943,2,1,422.894
P5,2,7.943,7.943,2,1,241.298
P5,8,7.943,4.467,1,0,248.059
P5,5,7.943,5.623,2,1,386.43
P5,3,7.943,1.0,2,1,310.178
P5,1,7.943,7.943,1,0,471.311
P5,5,7.943,5.623,2,1,376.131
P5,8,7.943,6.31,2,1,200.551
P5,4,7.943,1.995,2,1,271.758
P5,4,7.943,1.413,1,0,281.399
P5,3,7.943,1.0,1,0,304.073
P5,3,7.943,1.413,2,0,301.538
P5,3,7.943,1.995,2,1,280.043
P5,6,7.943,3.981,1,1,267.795
P5,6,7.943,3.981,1,0,339.068
P5,7,7.943,6.31,2,1,251.375
P5,3,7.943,1.995,2,1,344.329
P5,2,7.943,5.623,2,1,206.545
P5,8,7.943,6.31,2,1,389.42
P5,1,7.943,11.22,2,1,237.568
P5,5,7.943,5.623,2,1,242.797
P5,6,7.943,5.623,2,1,212.307
P5,4,7.943,1.995,2,1,418.617
P5,3,7.943,1.413,2,1,283.892
P5,1,7.943,7.943,1,0,180.627
P5,1,7.943,11.22,1,1,269.5
P5,6,7.943,5.623,2,1,324.73
P5,5,7.943,3.981,1,0,368.543
P5,6,7.943,3.981,1,0,500.822
P5,7,7.943,6.31,2,1,202.827
P5,6,7.943,5.623,2,1,265.416
P5,6,7.943,5.623,1,1,356.591
P5,5,7.943,5.623,2,1,414.588
P5,8,7.943,6.31,1,0,294.638
P5,7,7.943,6.31,1,1,509.754
P5,4,7.943,1.995,2,1,371.216
P5,6,7.943,5.623,1,0,422.866
P5,5,7.943,5.623,1,1,358.819
P5,3,7.943,1.413,2,1,454.674
P5,6,7.943,7.943,2,1,256.275
P5,5,7.943,5.623,2,1,360.019
P5,7,7.943,4.467,1,0,284.855
P5,6,7.943,5.623,1,1,414.893
P5,1,7.943,11.22,1,1,416.32
P5,1,7.943,11.22,1,1,360.28
P5,2,7.943,5.623,2,1,357.461
P5,6,7.943,5.623,1,1,401.414
P5,3,7.943,1.413,2,1,533.063
P5,2,7.943,5.623,2,1,263.162
P5,7,7.943,6.31,2,1,283.561
P5,7,7.943,6.31,2,1,292.572
P5,2,7.943,3.981,1,0,330.366
P5,5,7.943,3.981,2,0,484.654
P5,5,7.943,5.623,1,1,209.518
P5,2,7.943,5.623,2,1,230.622
P5,2,7.943,5.623,1,1,328.564
P5,2,7.943,5.623,1,1,193.318
P5,8,7.943,8.913,2,1,403.797
P5,5,7.943,5.623,2,1,233.241
P5,1,7.943,7.943,1,1,337.91
P5,5,7.943,5.623,1,1,220.537
P5,5,7.943,3.981,2,0,322.695
P5,7,7.943,6.31,1,0,210.769
P5,2,7.943,3.981,1,0,301.929
P5,8,7.943,6.31,2,1,295.752
P5,4,7.943,1.995,2,1,319.411
P5,6,7.943,5.623,1,0,745.969
P5,7,7.943,8.913,2,1,509.044
P5,7,7.943,6.31,1,0,545.515
P5,5,7.943,5.623,1,1,281.483
P5,2,7.943,5.623,1,1,481.032
P5,3,7.943,1.0,1,1,377.595
P5,3,7.943,1.0,1,1,290.839
P5,8,7.943,6.31,2,0,342.097
P5,3,7.943,1.0,1,0,319.614
P5,4,7.943,1.413,2,0,276.554
P5,5,7.943,5.623,2,1,343.306
P5,3,7.943,1.413,1,0,324.791
P5,4,7.943,1.995,1,1,239.359
P5,7,7.943,8.913,2,1,355.836
P5,7,7.943,8.913,2,1,288.863
P5,4,7.943,1.995,2,1,600.516
P5,4,7.943,1.995,2,1,361.121
P5,3,7.943,1.995,1,0,269.071
P5,3,7.943,2.818,1,0,281.514
P5,8,7.943,8.913,2,1,44.01
P5,4,7.943,1.413,1,0,438.233
P5,3,7.943,3.981,1,0,282.782
P5,3,7.943,5.623,2,1,299.447
P5,7,7.943,8.913,2,1,194.965
P5,6,7.943,7.943,1,0,115.247
P5,1,7.943,7.943,2,1,100.518
P5,1,7.943,7.943,2,1,56.041
P5,3,7.943,3.981,2,1,254.885
P5,3,7.943,3.981,2,1,259.43
P5,4,7.943,1.995,2,1,363.774
P5,1,7.943,5.623,1,0,137.144
P5,7,7.943,6.31,2,1,311.219
P5,7,7.943,6.31,2,1,250.227
P5,2,7.943,5.623,2,1,245.927
P5,6,7.943,11.22,2,1,285.334
P5,7,7.943,6.31,2,1,354.01
P5,6,7.943,7.943,1,0,408.202
P5,3,7.943,3.981,1,0,263.809
P5,4,7.943,1.995,1,1,259.786
P5,1,7.943,7.943,2,1,167.081
P5,8,7.943,8.913,2,1,256.105
P5,6,7.943,11.22,1,1,1507.001
P5,5,7.943,5.623,2,1,243.893
P5,4,7.943,1.995,1,0,412.236
P5,6,7.943,11.22,2,1,350.703
P5,2,7.943,5.623,2,1,352.18
P5,4,7.943,2.818,2,1,292.085
P5,1,7.943,7.943,2,1,205.133
P5,7,7.943,4.467,1,0,325.602
P5,2,7.943,3.981,1,0,351.052
P5,1,7.943,7.943,2,1,354.21
P5,6,7.943,11.22,2,1,335.768
P5,1,7.943,5.623,2,1,208.598
P5,2,7.943,5.623,2,1,180.192
P5,6,7.943,7.943,2,1,228.045
P5,8,7.943,6.31,1,0,200.559
P5,6,7.943,7.943,2,1,280.262
P5,4,7.943,1.995,1,1,307.139
P5,1,7.943,5.623,2,1,293.938
P5,2,7.943,5.623,1,1,437.875
P5,5,7.943,3.981,2,0,445.974
P5,2,7.943,5.623,1,1,377.198
P5,2,7.943,3.981,1,0,429.216
P5,4,7.943,1.995,1,0,469.565
P5,6,7.943,7.943,2,1,259.713
P5,6,7.943,5.623,1,0,304.124
P5,1,7.943,5.623,1,1,209.431
P5,6,7.943,7.943,1,1,245.923
P5,6,7.943,7.943,2,1,270.05
P5,6,7.943,7.943,2,1,461.328
P5,1,7.943,3.981,2,1,270.373
P5,1,7.943,3.981,2,1,191.492
P5,1,7.943,3.981,2,1,199.077
P5,1,7.943,2.818,2,1,269.695
P5,1,7.943,2.818,2,1,268.471
P5,1,7.943,2.818,1,0,150.077
P5,1,7.943,3.981,1,1,289.444
P5,1,7.943,2.818,1,1,309.126
P5,1,7.943,2.818,1,1,387.099
P5,1,7.943,2.818,1,1,492.862
P5,1,7.943,1.995,2,0,442.968
P5,8,15.849,12.589,2,0,426.938
P5,3,15.849,10.0,1,0,828.599
P5,8,15.849,25.119,2,1,313.416
P5,4,15.849,10.0,1,1,227.718
P5,7,15.849,12.589,1,1,403.179
P5,4,15.849,10.0,2,1,397.905
P5,3,15.849,19.953,1,1,177.214
P5,7,15.849,12.589,2,1,127.286
P5,6,15.849,10.0,1,1,205.345
P5,3,15.849,19.953,2,1,536.719
P5,7,15.849,12.589,1,1,491.509
P5,5,15.849,10.0,2,0,880.873
P5,3,15.849,19.953,2,1,202.563
P5,8,15.849,25.119,1,1,792.328
P5,2,15.849,10.0,2,1,445.119
P5,4,15.849,10.0,2,1,556.477
P5,8,15.849,25.119,2,1,384.873
P5,5,15.849,19.953,2,1,393.403
P5,2,15.849,10.0,2,1,395.852
P5,2,15.849,10.0,1,1,494.239
P5,6,15.849,10.0,1,1,403.55
P5,3,15.849,10.0,1,1,298.345
P5,8,15.849,12.589,1,1,707.131
P5,8,15.849,12.589,1,1,352.61
P5,8,15.849,12.589,1,1,293.859
P5,5,15.849,19.953,2,1,332.317
P5,3,15.849,10.0,2,1,211.379
P5,7,15.849,6.31,1,0,152.975
P5,3,15.849,10.0,1,1,354.18
P5,1,15.849,10.0,2,1,373.533
P5,5,15.849,19.953,1,1,198.003
P5,4,15.849,5.012,1,1,404.717
P5,8,15.849,8.913,2,1,341.563
P5,1,15.849,10.0,2,1,277.908
P5,5,15.849,10.0,1,1,181.419
P5,3,15.849,7.079,1,1,222.588
P5,3,15.849,7.079,2,1,424.047
P5,8,15.849,8.913,2,1,675.191
P5,1,15.849,10.0,2,1,469.017
P5,8,15.849,8.913,1,1,328.945
P5,1,15.849,5.012,1,1,558.118
P5,7,15.849,12.589,2,1,261.818
P5,4,15.849,5.012,1,0,389.745
P5,1,15.849,5.012,2,1,216.986
P5,1,15.849,5.012,1,0,304.816
P5,3,15.849,7.079,2,1,346.566
P5,3,15.849,5.012,2,1,359.233
P5,6,15.849,10.0,1,0,320.139
P5,6,15.849,19.953,1,1,410.645
P5,8,15.849,6.31,1,0,475.505
P5,7,15.849,12.589,2,1,580.533
P5,4,15.849,10.0,2,1,292.819
P5,4,15.849,10.0,1,1,173.976
P5,6,15.849,10.0,2,1,359.624
P5,1,15.849,10.0,2,1,188.032
P5,3,15.849,5.012,2,1,389.939
P5,1,15.849,7.079,1,0,614.384
P5,3,15.849,5.012,2,0,1605.337
P5,2,15.849,5.012,2,1,211.351
P5,7,15.849,12.589,1,1,297.732
P5,3,15.849,7.079,2,1,270.605
P5,7,15.849,8.913,1,1,381.83
P5,2,15.849,5.012,2,1,284.89
P5,4,15.849,7.079,2,1,253.928
P5,2,15.849,5.012,2,1,210.098
P5,2,15.849,2.512,1,0,301.162
P5,7,15.849,8.913,1,1,400.622
P5,5,15.849,10.0,1,1,393.473
P5,1,15.849,10.0,2,1,344.918
P5,5,15.849,10.0,2,1,397.539
P5,3,15.849,5.012,1,1,298.05
P5,4,15.849,7.079,1,1,301.432
P5,5,15.849,7.079,1,1,466.62
P5,5,15.849,7.079,1,1,203.615
P5,1,15.849,10.0,1,1,364.876
P5,3,15.849,5.012,1,1,207.99
P5,4,15.849,7.079,1,1,500.39
P5,7,15.849,8.913,1,1,418.373
P5,8,15.849,8.913,2,0,2002.634
P5,6,15.849,10.0,2,1,255.011
P5,5,15.849,7.079,1,1,200.437
P5,8,15.849,12.589,1,1,490.092
P5,5,15.849,5.012,1,0,389.769
P5,3,15.849,5.012,1,1,506.377
P5,7,15.849,6.31,1,1,274.291
P5,7,15.849,6.31,2,1,515.822
P5,4,15.849,5.012,1,0,333.308
P5,4,15.849,7.079,2,1,359.562
P5,8,15.849,12.589,1,1,302.148
P5,1,15.849,10.0,2,1,444.648
P5,8,15.849,12.589,2,1,168.062
P5,8,15.849,8.913,1,1,458.933
P5,3,15.849,3.548,1,1,724.796
P5,8,15.849,8.913,1,1,460.544
P5,1,15.849,7.079,2,1,590.465
P5,7,15.849,6.31,1,1,1353.776
P5,3,15.849,3.548,1,0,672.483
P5,5,15.849,7.079,1,1,248.768
P5,3,15.849,5.012,2,1,333.864
P5,5,15.849,7.079,2,1,333.549
P5,5,15.849,7.079,2,1,326.655
P5,4,15.849,7.079,1,1,289.916
P5,2,15.849,5.012,1,1,981.379
P5,4,15.849,7.079,1,1,284.2
P5,7,15.849,4.467,2,1,758.125
P5,6,15.849,10.0,2,1,295.674
P5,3,15.849,5.012,1,1,306.895
P5,3,15.849,3.548,1,1,270.241
P5,3,15.849,3.548,1,1,327.884
P5,8,15.849,8.913,2,1,426.935
P5,1,15.849,7.079,2,0,467.856
P5,2,15.849,5.012,2,1,369.022
P5,1,15.849,10.0,1,1,298.476
P5,5,15.849,5.012,1,1,257.682
P5,1,15.849,10.0,1,1,438.221
P5,2,15.849,5.012,2,1,523.225
P5,5,15.849,5.012,2,0,319.713
P5,8,15.849,6.31,2,1,263.14
P5,4,15.849,5.012,1,1,331.74
P5,7,15.849,4.467,2,1,520.817
P5,3,15.849,3.548,2,1,403.938
P5,1,15.849,7.079,2,1,291.632
P5,6,15.849,7.079,1,1,553.004
P5,1,15.849,7.079,1,1,482.891
P5,7,15.849,4.467,1,0,654.241
P5,5,15.849,7.079,2,1,418.745
P5,5,15.849,7.079,1,1,388.561
P5,1,15.849,7.079,2,1,290.291
P5,5,15.849,5.012,2,0,609.327
P5,4,15.849,5.012,2,1,354.501
P5,7,15.849,6.31,2,1,208.933
P5,2,15.849,3.548,2,1,290.585
P5,6,15.849,7.079,1,1,227.417
P5,3,15.849,2.512,1,1,257.164
P5,6,15.849,7.079,1,1,146.717
P5,6,15.849,5.012,2,1,457.721
P5,5,15.849,7.079,1,1,436.096
P5,8,15.849,6.31,2,1,577.264
P5,4,15.849,5.012,2,0,606.789
P5,7,15.849,4.467,2,1,303.979
P5,5,15.849,7.079,1,1,494.597
P5,4,15.849,7.079,2,1,303.328
P5,6,15.849,5.012,1,0,135.789
P5,8,15.849,6.31,1,0,255.809
P5,6,15.849,7.079,1,1,389.574
P5,7,15.849,4.467,2,1,245.6
P5,8,15.849,8.913,2,1,256.817
P5,1,15.849,5.012,2,1,313.65
P5,1,15.849,5.012,2,1,309.22
P5,1,15.849,5.012,1,0,376.996
P5,2,15.849,3.548,2,1,497.003
P5,6,15.849,7.079,1,0,352.529
P5,6,15.849,10.0,1,1,131.138
P5,6,15.849,7.079,1,1,373.83
P5,8,15.849,6.31,2,1,333.517
