Subject,Condition,PedestalContrast,TargetContrast,TargetInterval,IsCorrect,ResponseTime
P1,4,0.0,12.589,2,1,516.163
P1,2,0.0,12.589,2,1,495.395
P1,3,0.0,12.589,2,1,432.226
P1,4,0.0,12.589,2,1,625.293
P1,1,0.0,12.589,1,1,417.817
P1,1,0.0,12.589,1,1,1520.137
P1,3,0.0,12.589,2,1,318.421
P1,1,0.0,12.589,1,1,494.319
P1,4,0.0,12.589,2,1,297.404
P1,1,0.0,6.31,1,1,158.703
P1,2,0.0,12.589,2,1,454.325
P1,4,0.0,6.31,1,1,395.666
P1,4,0.0,6.31,2,0,651.052
P1,3,0.0,12.589,1,1,713.219
P1,3,0.0,6.31,2,1,375.898
P1,3,0.0,6.31,2,1,333.497
P1,1,0.0,6.31,1,1,699.23
P1,2,0.0,12.589,1,1,379.055
P1,1,0.0,6.31,2,1,506.082
P1,2,0.0,6.31,1,1,454.923
P1,1,0.0,3.162,2,1,544.416
P1,2,0.0,6.31,1,1,452.661
P1,3,0.0,6.31,1,1,558.958
P1,2,0.0,6.31,2,1,295.61
P1,2,0.0,3.162,1,1,498.104
P1,2,0.0,3.162,2,0,528.755
P1,3,0.0,3.162,2,1,812.457
P1,4,0.0,12.589,2,1,487.083
P1,4,0.0,12.589,1,1,400.838
P1,2,0.0,6.31,1,1,310.874
P1,1,0.0,3.162,1,1,543.661
P1,4,0.0,8.913,2,1,484.421
P1,4,0.0,8.913,2,1,508.483
P1,3,0.0,3.162,1,1,395.59
P1,3,0.0,3.162,2,1,401.342
P1,2,0.0,6.31,1,1,399.014
P1,1,0.0,3.162,2,1,339.061
P1,2,0.0,4.467,2,1,1041.249
P1,1,0.0,1.585,1,1,416.91
P1,3,0.0,1.585,2,1,475.362
P1,4,0.0,8.913,1,1,363.252
P1,3,0.0,1.585,2,1,535.223
P1,4,0.0,6.31,2,1,468.862
P1,2,0.0,4.467,2,1,557.637
P1,4,0.0,6.31,1,1,541.725
P1,3,0.0,1.585,2,0,490.076
P1,2,0.0,4.467,1,1,416.366
P1,1,0.0,1.585,1,0,417.189
P1,2,0.0,3.162,2,1,699.064
P1,2,0.0,3.162,2,0,572.981
P1,2,0.0,4.467,2,1,579.653
P1,3,0.0,3.162,1,1,292.28
P1,3,0.0,2.239,2,1,493.142
P1,4,0.0,6.31,1,1,426.146
P1,3,0.0,2.239,2,1,389.109
P1,1,0.0,3.162,2,1,432.987
P1,3,0.0,2.239,1,0,358.792
P1,1,0.0,3.162,1,1,428.237
P1,1,0.0,2.239,1,0,381.748
P1,4,0.0,4.467,1,0,410.186
P1,2,0.0,4.467,1,1,743.6
P1,2,0.0,3.162,2,0,520.89
P1,1,0.0,3.162,2,1,754.15
P1,3,0.0,3.162,2,1,382.413
P1,2,0.0,4.467,2,1,798.183
P1,4,0.0,6.31,1,1,434.582
P1,4,0.0,6.31,1,1,609.506
P1,2,0.0,4.467,2,1,495.782
P1,1,0.0,3.162,1,1,421.71
P1,3,0.0,2.239,2,1,375.18
P1,4,0.0,6.31,1,1,606.566
P1,1,0.0,3.162,1,0,481.156
P1,2,0.0,4.467,1,1,414.673
P1,1,0.0,4.467,1,1,427.741
P1,3,0.0,2.239,1,0,535.811
P1,3,0.0,3.162,1,1,347.824
P1,2,0.0,3.162,1,1,766.191
P1,2,0.0,3.162,2,0,589.919
P1,3,0.0,3.162,2,1,4643.837
P1,2,0.0,4.467,2,1,1131.256
P1,4,0.0,4.467,1,1,325.716
P1,2,0.0,4.467,1,1,540.921
P1,1,0.0,3.162,1,1,458.491
P1,4,0.0,4.467,2,1,492.908
P1,2,0.0,3.162,1,0,509.21
P1,2,0.0,4.467,2,1,1053.445
P1,2,0.0,4.467,1,1,456.977
P1,2,0.0,4.467,2,0,488.717
P1,2,0.0,6.31,2,1,500.464
P1,4,0.0,4.467,2,1,566.402
P1,4,0.0,3.162,2,1,946.95
P1,2,0.0,4.467,2,1,546.269
P1,1,0.0,3.162,2,1,560.177
P1,1,0.0,3.162,1,1,915.953
P1,2,0.0,4.467,1,1,542.016
P1,4,0.0,3.162,1,1,467.239
P1,4,0.0,3.162,2,1,486.803
P1,3,0.0,2.239,2,1,916.119
P1,3,0.0,2.239,2,1,735.521
P1,2,0.0,4.467,2,1,589.747
P1,3,0.0,2.239,1,1,679.082
P1,1,0.0,2.239,2,1,722.405
P1,4,0.0,2.239,1,0,3280.243
P1,3,0.0,1.585,1,1,831.838
P1,2,0.0,3.162,2,1,1294.731
P1,1,0.0,2.239,1,1,737.108
P1,4,0.0,3.162,1,1,688.548
P1,3,0.0,1.585,1,0,432.031
P1,2,0.0,3.162,1,1,480.83
P1,4,0.0,3.162,2,1,483.143
P1,1,0.0,2.239,2,0,458.112
P1,4,0.0,3.162,1,1,489.106
P1,4,0.0,2.239,2,1,408.564
P1,4,0.0,2.239,1,1,500.711
P1,1,0.0,3.162,2,1,496.825
P1,2,0.0,3.162,1,0,485.279
P1,1,0.0,2.239,2,0,533.976
P1,4,0.0,2.239,2,0,466.841
P1,4,0.0,3.162,1,1,501.298
P1,1,0.0,3.162,2,1,516.823
P1,4,0.0,2.239,1,1,359.33
P1,4,0.0,2.239,2,1,403.476
P1,3,0.0,2.239,1,0,402.801
P1,4,0.0,2.239,2,0,382.41
P1,1,0.0,3.162,2,1,565.092
P1,3,0.0,3.162,2,1,466.346
P1,3,0.0,3.162,2,1,494.394
P1,4,0.0,3.162,2,1,492.104
P1,4,0.0,2.239,1,1,402.499
P1,1,0.0,3.162,2,1,453.902
P1,1,0.0,2.239,1,1,463.876
P1,4,0.0,2.239,2,1,581.001
P1,1,0.0,2.239,1,0,552.343
P1,1,0.0,3.162,1,1,477.561
P1,3,0.0,2.239,2,0,510.868
P1,4,0.0,2.239,2,0,745.953
P1,1,0.0,3.162,2,1,494.59
P1,3,0.0,3.162,2,1,723.976
P1,1,0.0,2.239,2,1,392.015
P1,1,0.0,2.239,1,0,593.996
P1,3,0.0,3.162,1,1,512.232
P1,3,0.0,3.162,2,1,489.125
P1,3,0.0,2.239,1,0,429.808
P1,3,0.0,12.589,1,1,6910.251
P1,1,0.0,12.589,2,1,577.039
P1,2,0.0,12.589,2,1,289.205
P1,4,0.0,12.589,1,1,95.881
P1,3,0.0,12.589,2,1,223.939
P1,4,0.0,12.589,2,1,107.525
P1,3,0.0,12.589,1,1,99.745
P1,4,0.0,12.589,1,1,125.612
P1,1,0.0,12.589,2,1,198.27
P1,1,0.0,12.589,1,1,227.71
P1,2,0.0,12.589,1,0,119.065
P1,1,0.0,6.31,2,1,217.359
P1,1,0.0,6.31,1,1,70.247
P1,1,0.0,6.31,1,0,94.064
P1,1,0.0,12.589,1,1,110.768
P1,2,0.0,25.119,2,1,584.137
P1,1,0.0,8.913,2,1,442.443
P1,3,0.0,6.31,2,1,352.482
P1,1,0.0,8.913,1,1,340.149
P1,2,0.0,25.119,2,1,213.359
P1,1,0.0,8.913,1,1,158.419
P1,4,0.0,6.31,1,1,110.548
P1,3,0.0,6.31,2,1,163.08
P1,4,0.0,6.31,2,1,283.955
P1,3,0.0,6.31,1,1,465.739
P1,1,0.0,6.31,1,1,204.591
P1,1,0.0,6.31,1,1,22.266
P1,4,0.0,6.31,2,1,212.853
P1,4,0.0,3.162,1,1,392.227
P1,4,0.0,3.162,2,1,268.391
P1,3,0.0,3.162,2,1,272.747
P1,3,0.0,3.162,1,1,72.945
P1,3,0.0,3.162,2,1,245.082
P1,1,0.0,6.31,1,1,11.481
P1,2,0.0,12.589,2,1,132.977
P1,2,0.0,12.589,1,1,2.25
P1,4,0.0,3.162,1,1,122.796
P1,1,0.0,4.467,1,1,27.982
P1,4,0.0,1.585,2,1,199.857
P1,3,0.0,1.585,2,1,194.527
P1,1,0.0,4.467,2,1,217.765
P1,4,0.0,1.585,1,1,289.352
P1,3,0.0,1.585,2,1,274.163
P1,2,0.0,12.589,2,1,368.908
P1,2,0.0,8.913,1,1,87.175
P1,1,0.0,4.467,1,1,2.269
P1,2,0.0,8.913,1,0,155.64
P1,3,0.0,1.585,1,0,178.307
P1,3,0.0,3.162,1,1,2.464
P1,2,0.0,12.589,1,1,76.833
P1,2,0.0,12.589,1,1,4.985
P1,4,0.0,1.585,2,1,169.419
P1,3,0.0,2.239,2,0,240.789
P1,1,0.0,3.162,1,1,19.708
P1,3,0.0,3.162,1,1,2.323
P1,3,0.0,3.162,1,1,95.073
P1,3,0.0,3.162,1,1,2.331
P1,2,0.0,8.913,2,1,220.424
P1,4,0.0,0.794,2,0,115.486
P1,1,0.0,3.162,1,1,63.927
P1,2,0.0,8.913,2,1,194.113
P1,2,0.0,8.913,2,1,168.568
P1,2,0.0,6.31,1,1,73.744
P1,4,0.0,1.585,1,0,209.832
P1,3,0.0,2.239,1,0,278.294
P1,2,0.0,6.31,2,1,143.706
P1,2,0.0,6.31,1,1,2.249
P1,4,0.0,2.239,1,1,160.484
P1,4,0.0,2.239,2,1,154.781
P1,1,0.0,3.162,1,1,15.458
P1,4,0.0,2.239,2,1,165.765
P1,3,0.0,3.162,2,1,123.277
P1,3,0.0,3.162,2,1,127.355
P1,3,0.0,3.162,1,0,196.077
P1,3,0.0,4.467,1,1,70.693
P1,4,0.0,1.585,1,1,195.923
P1,3,0.0,3.162,2,1,111.107
P1,1,0.0,2.239,1,1,118.767
P1,3,0.0,3.162,2,1,281.635
P1,3,0.0,3.162,1,1,34.516
P1,4,0.0,1.585,2,1,151.241
P1,1,0.0,2.239,2,1,174.508
P1,2,0.0,4.467,2,1,353.599
P1,4,0.0,1.585,2,0,191.652
P1,2,0.0,4.467,2,1,356.269
P1,2,0.0,4.467,1,1,652.803
P1,1,0.0,2.239,1,0,217.744
P1,4,0.0,2.239,2,1,199.387
P1,4,0.0,1.585,1,0,162.15
P1,4,0.0,2.239,1,0,241.199
P1,1,0.0,3.162,2,1,226.082
P1,4,0.0,3.162,1,1,115.222
P1,1,0.0,2.239,1,1,40.9
P1,3,0.0,2.239,1,0,132.683
P1,3,0.0,3.162,2,1,262.292
P1,4,0.0,3.162,2,0,478.073
P1,1,0.0,2.239,1,0,265.121
P1,4,0.0,4.467,2,1,316.381
P1,1,0.0,3.162,2,1,402.513
P1,1,0.0,3.162,1,1,2.715
P1,4,0.0,4.467,2,1,178.311
P1,4,0.0,3.162,1,1,23.635
P1,2,0.0,3.162,1,0,161.457
P1,1,0.0,2.239,2,1,146.622
P1,2,0.0,4.467,2,1,323.577
P1,4,0.0,3.162,2,0,448.117
P1,4,0.0,4.467,2,1,5834.849
P1,4,0.0,4.467,2,1,464.85
P1,1,0.0,2.239,1,1,607.361
P1,2,0.0,4.467,2,1,507.128
P1,2,0.0,4.467,2,1,392.655
P1,2,0.0,3.162,1,1,223.357
P1,3,0.0,3.162,2,1,1269.423
P1,2,0.0,3.162,2,1,466.216
P1,4,0.0,3.162,2,1,1379.53
P1,2,0.0,3.162,1,0,175.264
P1,1,0.0,2.239,2,1,301.386
P1,1,0.0,1.585,2,1,231.443
P1,1,0.0,1.585,1,1,194.114
P1,3,0.0,3.162,2,1,371.397
P1,1,0.0,1.585,1,1,190.921
P1,4,0.0,3.162,1,1,93.059
P1,2,0.0,4.467,1,0,231.181
P1,1,0.0,1.122,2,1,144.232
P1,4,0.0,3.162,1,0,217.826
P1,4,0.0,4.467,2,1,286.57
P1,4,0.0,3.162,2,1,994.272
P1,4,0.0,3.162,1,1,200.309
P1,4,0.0,3.162,1,1,2.269
P1,3,0.0,2.239,1,0,117.788
P1,2,0.0,6.31,1,0,239.821
P1,2,0.0,8.913,1,1,439.323
P1,2,0.0,6.31,2,1,188.932
P1,2,0.0,6.31,1,1,9.499
P1,2,0.0,6.31,1,0,133.086
P1,4,0.0,2.239,2,1,279.836
P1,3,0.0,3.162,2,1,445.884
P1,4,0.0,2.239,1,1,176.384
P1,1,0.0,1.122,1,0,160.239
P1,1,0.0,1.585,2,1,265.575
P1,2,0.0,8.913,1,1,181.146
P1,2,0.0,6.31,2,1,219.8
P1,2,0.0,6.31,1,1,2.264
P1,4,0.0,2.239,1,1,2.269
P1,4,0.0,1.585,2,0,184.521
P1,1,0.0,1.585,2,1,496.971
P1,2,0.0,6.31,2,1,170.625
P1,1,0.0,1.122,2,0,235.11
P1,1,0.0,1.585,2,1,167.268
P1,1,0.0,1.585,1,1,107.416
P1,2,0.0,4.467,2,1,196.822
P1,3,0.0,3.162,2,1,277.231
P1,2,0.0,4.467,2,1,154.061
P1,3,0.0,3.162,2,1,152.311
P1,3,0.0,2.239,1,0,120.093
P1,1,0.0,1.585,2,1,139.568
P1,1,0.0,1.122,2,0,649.412
P1,2,0.0,4.467,1,1,164.985
P1,2,0.0,3.162,1,1,108.841
P1,2,0.0,3.162,2,1,233.859
P1,2,0.0,3.162,1,1,171.442
P1,2,0.0,2.239,2,1,114.664
P1,2,0.0,2.239,1,0,122.619
P1,2,0.0,3.162,2,0,354.82
P1,2,0.0,4.467,1,1,84.829
P1,2,0.0,4.467,2,1,164.11
P1,1,0.0,12.589,2,1,149.043
P1,4,0.0,12.589,2,1,106.17
P1,4,0.0,12.589,1,1,105.548
P1,1,0.0,12.589,1,1,383.728
P1,3,0.0,12.589,2,1,270.548
P1,3,0.0,12.589,1,1,547.312
P1,4,0.0,12.589,2,1,145.161
P1,3,0.0,12.589,1,1,836.031
P1,3,0.0,6.31,1,1,163.041
P1,1,0.0,12.589,2,1,150.309
P1,4,0.0,6.31,1,1,122.457
P1,3,0.0,6.31,1,1,211.436
P1,1,0.0,6.31,2,1,118.04
P1,3,0.0,6.31,2,1,86.394
P1,2,0.0,12.589,1,1,155.243
P1,2,0.0,12.589,2,1,58.411
P1,2,0.0,12.589,2,1,62.517
P1,3,0.0,3.162,2,1,103.11
P1,4,0.0,6.31,1,1,2.446
P1,4,0.0,6.31,2,1,127.159
P1,1,0.0,6.31,1,1,86.621
P1,4,0.0,3.162,2,1,108.585
P1,4,0.0,3.162,2,1,140.651
P1,4,0.0,3.162,1,1,11.9
P1,4,0.0,1.585,2,1,273.562
P1,1,0.0,6.31,2,1,152.682
P1,3,0.0,3.162,1,1,235.555
P1,2,0.0,6.31,2,1,280.758
P1,3,0.0,3.162,2,1,231.294
P1,3,0.0,1.585,2,1,620.227
P1,2,0.0,6.31,1,0,753.694
P1,4,0.0,1.585,1,1,879.346
P1,1,0.0,3.162,1,1,9249.454
P1,2,0.0,12.589,1,1,554.752
P1,3,0.0,1.585,2,1,714.064
P1,4,0.0,1.585,1,0,523.925
P1,1,0.0,3.162,2,1,197.885
P1,1,0.0,3.162,1,0,148.807
P1,2,0.0,12.589,1,1,475.772
P1,4,0.0,3.162,1,1,270.478
P1,2,0.0,8.913,2,1,445.614
P1,3,0.0,1.585,2,1,179.752
P1,4,0.0,2.239,2,1,422.182
P1,3,0.0,0.794,1,0,523.982
P1,2,0.0,8.913,1,0,141.71
P1,2,0.0,12.589,1,0,7204.956
P1,2,0.0,17.783,1,0,2949.956
P1,2,0.0,25.119,2,1,173.144
P1,4,0.0,2.239,1,1,491.923
P1,2,0.0,25.119,1,0,424.795
P1,2,0.0,35.481,2,1,394.062
P1,1,0.0,6.31,2,1,531.729
P1,3,0.0,1.585,2,0,384.778
P1,2,0.0,25.119,2,1,327.136
P1,4,0.0,2.239,1,0,152.386
P1,4,0.0,3.162,2,0,276.486
P1,2,0.0,25.119,1,1,741.332
P1,1,0.0,4.467,1,1,497.603
P1,1,0.0,4.467,1,1,97.677
P1,3,0.0,2.239,2,1,253.261
P1,4,0.0,4.467,2,1,354.912
P1,1,0.0,4.467,2,1,139.264
P1,4,0.0,3.162,2,1,171.223
P1,4,0.0,3.162,2,1,297.771
P1,4,0.0,3.162,1,1,253.117
P1,2,0.0,25.119,1,0,135.976
P1,2,0.0,35.481,2,1,335.446
P1,1,0.0,3.162,2,1,778.269
P1,2,0.0,25.119,2,1,127.018
P1,3,0.0,2.239,2,1,540.277
P1,4,0.0,2.239,2,1,540.1
P1,3,0.0,2.239,2,1,373.912
P1,1,0.0,3.162,2,1,1557.082
P1,3,0.0,1.585,2,1,375.412
P1,4,0.0,2.239,2,1,84.092
P1,3,0.0,1.585,2,1,231.84
P1,2,0.0,25.119,1,1,109.931
P1,1,0.0,3.162,2,1,638.841
P1,3,0.0,1.585,2,0,172.987
P1,4,0.0,2.239,2,1,97.594
P1,4,0.0,1.585,2,0,189.056
P1,3,0.0,2.239,2,1,270.37
P1,2,0.0,25.119,1,1,94.554
P1,4,0.0,2.239,2,1,138.412
P1,1,0.0,2.239,2,1,294.304
P1,3,0.0,1.585,2,0,338.373
P1,1,0.0,2.239,2,1,126.412
P1,2,0.0,17.783,2,1,120.36
P1,3,0.0,2.239,1,0,169.299
P1,3,0.0,3.162,1,1,218.654
P1,3,0.0,3.162,1,0,86.152
P1,1,0.0,2.239,2,1,45.713
P1,1,0.0,1.585,1,1,295.878
P1,3,0.0,4.467,1,1,54.519
P1,2,0.0,17.783,2,1,109.171
P1,1,0.0,1.585,2,0,193.977
P1,3,0.0,4.467,2,1,110.787
P1,1,0.0,2.239,2,0,103.368
P1,2,0.0,17.783,1,1,2.292
P1,1,0.0,3.162,1,1,2.317
P1,1,0.0,3.162,1,1,864.983
P1,4,0.0,2.239,1,1,45.447
P1,2,0.0,12.589,2,1,47.854
P1,4,0.0,2.239,2,0,139.85
P1,1,0.0,2.239,1,0,73.699
P1,1,0.0,3.162,1,1,2.299
P1,3,0.0,3.162,2,0,494.505
P1,2,0.0,12.589,2,1,178.655
P1,4,0.0,3.162,2,1,218.372
P1,4,0.0,2.239,2,0,257.405
P1,4,0.0,3.162,1,1,34.978
P1,3,0.0,4.467,2,1,13.44
P1,3,0.0,4.467,1,1,2.353
P1,4,0.0,3.162,2,1,104.082
P1,4,0.0,3.162,2,1,129.346
P1,2,0.0,12.589,2,1,137.581
P1,1,0.0,3.162,2,1,406.936
P1,4,0.0,2.239,2,1,366.508
P1,2,0.0,8.913,2,1,101.071
P1,3,0.0,4.467,1,1,42.291
P1,3,0.0,3.162,1,1,41.493
P1,4,0.0,2.239,1,1,22.042
P1,2,0.0,8.913,1,1,622.196
P1,1,0.0,3.162,1,1,2.289
P1,2,0.0,8.913,1,1,2.314
P1,3,0.0,3.162,1,1,2.541
P1,3,0.0,3.162,2,1,874.57
P1,1,0.0,2.239,2,0,101.303
P1,3,0.0,2.239,1,0,152.018
P1,4,0.0,2.239,2,0,247.467
P1,1,0.0,3.162,1,1,2.302
P1,3,0.0,3.162,1,1,49.946
P1,2,0.0,6.31,2,1,140.18
P1,4,0.0,3.162,2,1,247.362
P1,4,0.0,2.239,1,1,47.479
P1,2,0.0,6.31,1,0,2.303
P1,2,0.0,8.913,1,1,562.324
P1,2,0.0,8.913,1,1,2.297
P1,2,0.0,6.31,2,1,239.19
P1,1,0.0,3.162,1,1,99.1
P1,2,0.0,6.31,1,1,2.308
P1,4,0.0,2.239,1,1,106.928
P1,4,0.0,2.239,2,1,148.361
P1,2,0.0,6.31,1,1,865.211
P1,2,0.0,4.467,1,1,13023.865
P1,2,0.0,4.467,2,1,172.19
P1,3,0.0,3.162,2,1,58.387
P1,4,0.0,1.585,1,0,127.243
P1,1,0.0,3.162,1,1,36.792
P1,3,0.0,3.162,2,1,228.304
P1,3,0.0,2.239,2,1,2225.259
P1,2,0.0,4.467,2,1,157.721
P1,2,0.0,3.162,1,1,90.254
P1,1,0.0,2.239,2,0,2.317
P1,1,0.0,3.162,2,0,2.384
P1,2,0.0,3.162,2,0,2.349
P1,2,0.0,4.467,1,1,2.537
P1,1,0.0,4.467,2,0,2.296
P1,2,0.0,4.467,1,1,2.298
P1,1,0.0,6.31,2,0,2.419
P1,1,0.0,8.913,2,0,2.293
P1,3,0.0,2.239,1,1,2.314
P1,3,0.0,2.239,1,1,2.302
P1,1,0.0,12.589,2,0,2.29
P1,2,0.0,3.162,1,1,2.281
P1,3,0.0,1.585,2,0,2.375
P1,1,0.0,17.783,2,0,2.313
P1,2,0.0,3.162,2,0,2.297
P1,1,0.0,25.119,2,0,2.286
P1,1,0.0,35.481,1,1,2.337
P1,1,0.0,35.481,1,1,2.278
P1,1,0.0,35.481,2,1,392.951
P1,1,0.0,25.119,2,1,398.231
P1,1,0.0,25.119,2,1,359.719
P1,1,0.0,25.119,1,1,111.549
P1,1,0.0,17.783,2,1,345.517
P1,1,0.0,17.783,2,1,165.135
P1,1,0.0,17.783,1,1,156.372
P1,1,0.0,12.589,2,1,319.939
P1,1,0.0,12.589,2,1,218.468
P1,1,0.0,12.589,1,1,47.323
P1,1,0.0,8.913,2,1,100.83
P1,1,0.0,8.913,2,1,92.278
P1,1,0.0,8.913,2,1,120.414
P1,1,0.0,6.31,2,1,324.339
P1,1,0.0,6.31,1,1,292.006
P1,1,0.0,6.31,2,1,256.866
P1,1,0.0,4.467,1,1,2.302
P1,1,0.0,4.467,1,1,47.564
P1,1,0.0,4.467,2,1,197.622
P1,1,0.0,3.162,1,1,216.993
P1,1,0.0,3.162,1,1,128.859
P1,1,0.0,3.162,2,0,81.728
P1,8,0.501,12.589,2,1,616.713
P1,6,0.501,11.22,2,1,494.26
P1,7,0.501,12.589,1,1,349.828
P1,2,0.501,11.22,1,1,455.353
P1,4,0.501,11.22,1,1,354.547
P1,4,0.501,11.22,1,0,435.793
P1,8,0.501,12.589,1,1,530.984
P1,4,0.501,22.387,1,1,365.785
P1,4,0.501,22.387,2,1,400.676
P1,8,0.501,12.589,1,1,540.353
P1,7,0.501,12.589,1,1,316.53
P1,5,0.501,11.22,2,1,473.369
P1,2,0.501,11.22,2,1,417.744
P1,8,0.501,6.31,2,1,775.547
P1,5,0.501,11.22,2,1,516.046
P1,1,0.501,11.22,1,0,450.645
P1,6,0.501,11.22,1,1,293.645
P1,7,0.501,12.589,2,1,311.414
P1,2,0.501,11.22,1,1,231.675
P1,6,0.501,11.22,2,1,335.918
P1,7,0.501,6.31,2,1,550.359
P1,4,0.501,11.22,1,1,423.344
P1,3,0.501,11.22,2,1,646.059
P1,3,0.501,11.22,2,1,709.338
P1,6,0.501,5.623,1,1,1003.724
P1,7,0.501,6.31,2,1,752.147
P1,8,0.501,6.31,2,1,346.593
P1,7,0.501,6.31,2,1,656.562
P1,6,0.501,5.623,2,1,520.837
P1,5,0.501,11.22,2,1,843.276
P1,6,0.501,5.623,1,0,558.15
P1,4,0.501,11.22,1,1,244.142
P1,5,0.501,5.623,1,1,248.927
P1,4,0.501,11.22,1,1,256.348
P1,7,0.501,3.162,1,1,917.259
P1,4,0.501,7.943,2,1,447.263
P1,1,0.501,22.387,2,1,493.043
P1,1,0.501,22.387,2,1,584.753
P1,8,0.501,6.31,1,1,369.33
P1,4,0.501,7.943,2,1,323.577
P1,7,0.501,3.162,2,0,357.449
P1,8,0.501,3.162,1,1,664.853
P1,8,0.501,3.162,2,1,583.882
P1,7,0.501,6.31,1,1,344.55
P1,2,0.501,5.623,2,1,501.234
P1,7,0.501,6.31,1,1,346.221
P1,7,0.501,4.467,2,1,459.9
P1,1,0.501,22.387,2,1,448.794
P1,2,0.501,5.623,1,1,300.325
P1,3,0.501,11.22,1,1,277.891
P1,8,0.501,3.162,1,0,630.284
P1,8,0.501,6.31,2,1,472.375
P1,6,0.501,11.22,1,1,257.951
P1,5,0.501,5.623,1,0,350.333
P1,8,0.501,4.467,1,1,323.592
P1,1,0.501,11.22,1,1,396.421
P1,6,0.501,7.943,1,1,333.266
P1,1,0.501,11.22,1,1,494.326
P1,2,0.501,5.623,1,1,223.993
P1,6,0.501,7.943,2,1,312.54
P1,8,0.501,4.467,2,1,455.67
P1,2,0.501,2.818,1,1,324.575
P1,1,0.501,11.22,1,1,348.061
P1,4,0.501,7.943,2,1,293.534
P1,8,0.501,4.467,2,1,494.683
P1,2,0.501,2.818,2,0,414.19
P1,5,0.501,11.22,1,1,347.932
P1,5,0.501,11.22,2,1,291.006
P1,5,0.501,7.943,2,1,287.748
P1,1,0.501,7.943,2,1,322.261
P1,4,0.501,5.623,1,1,148.705
P1,8,0.501,3.162,1,1,385.297
P1,5,0.501,7.943,1,1,189.878
P1,6,0.501,7.943,1,1,400.326
P1,3,0.501,5.623,1,1,412.952
P1,4,0.501,5.623,2,1,259.94
P1,1,0.501,7.943,2,1,255.61
P1,3,0.501,5.623,1,1,315.096
P1,1,0.501,7.943,1,1,323.819
P1,8,0.501,3.162,2,1,467.894
P1,7,0.501,4.467,2,1,346.39
P1,2,0.501,5.623,1,1,233.566
P1,7,0.501,4.467,2,1,502.847
P1,6,0.501,5.623,2,1,299.005
P1,4,0.501,5.623,2,1,422.354
P1,3,0.501,5.623,1,1,220.849
P1,6,0.501,5.623,2,1,400.064
P1,1,0.501,5.623,2,1,327.129
P1,3,0.501,2.818,1,1,314.638
P1,6,0.501,5.623,2,1,343.604
P1,4,0.501,3.981,1,1,208.435
P1,4,0.501,3.981,1,0,374.254
P1,7,0.501,3.162,1,1,274.908
P1,5,0.501,7.943,2,1,277.289
P1,4,0.501,5.623,1,1,250.859
P1,8,0.501,3.162,1,0,433.616
P1,5,0.501,5.623,1,1,563.986
P1,8,0.501,4.467,1,1,131.404
P1,8,0.501,3.162,2,1,360.323
P1,5,0.501,5.623,1,1,102.328
P1,6,0.501,3.981,1,1,362.683
P1,4,0.501,5.623,1,1,244.899
P1,1,0.501,5.623,1,0,315.642
P1,5,0.501,5.623,1,1,97.848
P1,7,0.501,3.162,2,1,364.772
P1,3,0.501,2.818,1,1,448.216
P1,6,0.501,3.981,1,1,270.335
P1,6,0.501,3.981,1,1,220.706
P1,5,0.501,3.981,1,1,365.263
P1,8,0.501,3.162,2,1,619.313
P1,5,0.501,3.981,2,1,338.151
P1,4,0.501,3.981,1,1,386.56
P1,2,0.501,5.623,2,1,311.628
P1,8,0.501,3.162,2,1,408.535
P1,1,0.501,7.943,1,1,422.89
P1,6,0.501,2.818,2,0,520.501
P1,8,0.501,2.239,1,0,511.949
P1,5,0.501,3.981,1,1,340.356
P1,5,0.501,2.818,1,1,399.65
P1,2,0.501,3.981,2,1,367.321
P1,5,0.501,2.818,1,1,433.829
P1,6,0.501,3.981,2,1,402.436
P1,2,0.501,3.981,2,1,396.413
P1,4,0.501,3.981,2,1,417.999
P1,8,0.501,3.162,2,1,428.711
P1,7,0.501,3.162,2,1,412.299
P1,2,0.501,3.981,2,1,347.19
P1,6,0.501,3.981,1,1,370.729
P1,7,0.501,2.239,2,1,481.837
P1,1,0.501,7.943,2,1,339.098
P1,3,0.501,2.818,2,1,252.902
P1,8,0.501,3.162,1,1,679.632
P1,3,0.501,1.413,2,1,461.179
P1,2,0.501,2.818,1,1,537.488
P1,1,0.501,5.623,2,1,356.509
P1,3,0.501,1.413,1,1,393.172
P1,3,0.501,1.413,1,0,394.471
P1,3,0.501,2.818,1,1,462.987
P1,6,0.501,3.981,1,1,159.381
P1,8,0.501,3.162,1,1,314.181
P1,7,0.501,2.239,2,1,462.745
P1,3,0.501,1.995,1,1,267.622
P1,6,0.501,2.818,1,1,269.027
P1,1,0.501,5.623,2,1,399.359
P1,3,0.501,1.995,2,1,697.284
P1,5,0.501,2.818,1,1,232.024
P1,5,0.501,1.995,2,1,497.613
P1,4,0.501,3.981,1,1,533.919
P1,7,0.501,2.239,2,1,388.68
P1,5,0.501,1.995,2,1,347.418
P1,1,0.501,5.623,2,1,341.194
P1,3,0.501,1.995,2,1,401.587
P1,5,0.501,1.995,1,1,213.659
P1,8,0.501,2.239,1,1,316.796
P1,5,0.501,1.413,1,0,269.899
P1,3,0.501,1.413,1,1,373.167
P1,1,0.501,3.981,1,1,112.136
P1,8,0.501,2.239,1,1,396.41
P1,7,0.501,1.585,1,0,286.713
P1,4,0.501,2.818,1,1,274.95
P1,6,0.501,2.818,2,1,251.176
